retriever,fault_type,metric_name,sample_count,healthy_mean,fault_mean,mean_delta,median_delta,std_delta,improved_count,degraded_count,unchanged_count,expected_direction,direction_match,ci_95_lower,ci_95_upper,standardized_effect,rank_biserial_effect,quality_mean_delta,skipped_count,error_count
dense,irrelevant_document,retrieval.mrr,20,0.9166666666666666,0.7641666666666667,-0.15250000000000002,0.0,0.2757452024363555,0,5,15,decrease,True,-0.2758333333333334,-0.0375,-0.5530467933896273,-1.0,-0.15250000000000002,0,0
dense,irrelevant_document,retrieval.precision_at_k,20,0.4,0.32,-0.08,0.0,0.09797958971132713,0,8,12,decrease,True,-0.12000000000000001,-0.04,-0.816496580927726,-1.0,-0.08,0,0
dense,irrelevant_document,retrieval.recall_at_k,20,1.0,0.8,-0.2,0.0,0.2449489742783178,0,8,12,decrease,True,-0.3,-0.1,-0.8164965809277261,-1.0,-0.2,0,0
dense,missing_evidence,chunking.chunk_integrity,19,1.0,1.0,0.0,0.0,0.0,0,0,19,unspecified,,0.0,0.0,,0.0,0.0,1,0
dense,missing_evidence,chunking.gold_evidence_preservation,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,missing_evidence,context.context_truncation,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,missing_evidence,context.evidence_coverage,20,1.0,0.0,-1.0,-1.0,0.0,0,20,0,decrease,True,-1.0,-1.0,,-1.0,-1.0,0,0
dense,missing_evidence,context.noise_ratio,19,0.6,1.0,0.4,0.4,0.0,0,19,0,increase,True,0.4,0.4,,1.0,-0.4,1,0
dense,missing_evidence,generation.answer_relevance,20,0.40609126984126986,0.40609126984126986,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,missing_evidence,generation.faithfulness,19,0.9298245614035088,0.5263157894736842,-0.40350877192982454,-0.5,0.4199547088977482,0,10,9,unspecified,,-0.5967105263157895,-0.21052631578947367,-0.9608387842320206,-1.0,-0.40350877192982454,1,0
dense,missing_evidence,retrieval.hit_at_k,20,1.0,0.0,-1.0,-1.0,0.0,0,20,0,decrease,True,-1.0,-1.0,,-1.0,-1.0,0,0
dense,missing_evidence,retrieval.mrr,20,0.8333333333333334,0.0,-0.8333333333333334,-1.0,0.2581988897471611,0,20,0,decrease,True,-0.9416666666666667,-0.7166666666666667,-3.2274861218395148,-1.0,-0.8333333333333334,0,0
dense,missing_evidence,retrieval.precision_at_k,19,0.4,0.0,-0.4,-0.4,0.0,0,19,0,decrease,True,-0.4,-0.4,,-1.0,-0.4,0,1
dense,missing_evidence,retrieval.recall_at_k,20,1.0,0.0,-1.0,-1.0,0.0,0,20,0,decrease,True,-1.0,-1.0,,-1.0,-1.0,0,0
dense,out_of_scope,chunking.chunk_integrity,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,out_of_scope,chunking.gold_evidence_preservation,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,out_of_scope,context.context_truncation,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,out_of_scope,context.evidence_coverage,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,out_of_scope,context.noise_ratio,20,0.6,0.6,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,out_of_scope,generation.answer_relevance,20,0.26772634228516584,0.0,-0.26772634228516584,-0.10427807486631016,0.3301132732760602,0,11,9,decrease,True,-0.42165534465534465,-0.13076324288456642,-0.8110135640055808,-1.0,-0.26772634228516584,0,0
dense,out_of_scope,generation.faithfulness,20,0.9416666666666667,0.9416666666666667,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,out_of_scope,retrieval.hit_at_k,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,out_of_scope,retrieval.mrr,20,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,out_of_scope,retrieval.precision_at_k,20,0.4,0.4,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,out_of_scope,retrieval.recall_at_k,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,unsupported_answer,chunking.chunk_integrity,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,unsupported_answer,chunking.gold_evidence_preservation,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,unsupported_answer,context.context_truncation,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,unsupported_answer,context.evidence_coverage,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,unsupported_answer,context.noise_ratio,20,0.6,0.6,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,unsupported_answer,generation.answer_relevance,19,0.3047770942507785,0.0,-0.3047770942507785,-0.1111111111111111,0.3252556820588963,0,12,7,unspecified,,-0.45106117566643883,-0.1622455760613656,-0.9370384932909193,-1.0,-0.3047770942507785,1,0
dense,unsupported_answer,generation.faithfulness,19,0.9263157894736842,0.0,-0.9263157894736842,-1.0,0.17119427333990098,0,19,0,decrease,True,-1.0,-0.8473684210526315,-5.410904064731842,-1.0,-0.9263157894736842,1,0
dense,unsupported_answer,retrieval.hit_at_k,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,unsupported_answer,retrieval.mrr,20,0.8666666666666667,0.8666666666666667,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,unsupported_answer,retrieval.precision_at_k,20,0.4,0.4,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
dense,unsupported_answer,retrieval.recall_at_k,20,1.0,1.0,0.0,0.0,0.0,0,0,20,unspecified,,0.0,0.0,,0.0,0.0,0,0
